City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Voi,KE,-3.3945,38.563,71.17,85,83,9.78,broken clouds
454,Ruidoso,US,33.3317,-105.673,83.97,12,0,10.36,clear sky
455,Opunake,NZ,-39.4556,173.8583,54.84,70,0,11.07,clear sky
456,Magaria,NE,12.9983,8.9099,88.0,10,2,8.97,clear sky
457,Nalut,LY,30.3333,10.85,88.86,16,100,2.17,overcast clouds
458,La Union,PE,-5.4,-80.75,77.22,54,17,17.0,few clouds
459,Iringa,TZ,-7.7667,35.7,59.81,86,97,4.79,overcast clouds
460,Burgos,ES,42.3394,-3.7079,50.41,87,0,1.14,clear sky
461,Mtwara,TZ,-10.2667,40.1833,74.34,87,5,8.21,clear sky
462,Kimbe,PG,-5.5502,150.1429,77.99,87,100,1.48,overcast clouds
463,Amahai,ID,-3.3333,128.9167,78.1,87,77,3.13,broken clouds
464,Yumen,CN,40.2833,97.2,64.87,40,100,10.25,overcast clouds
465,Virginia Beach,US,36.8529,-75.978,79.05,82,0,4.61,clear sky
466,Russell,US,32.3502,-85.1999,71.2,88,75,16.11,broken clouds
467,Touros,BR,-5.1989,-35.4608,78.62,78,95,13.31,overcast clouds
468,Indiana,US,40.0003,-86.2503,73.87,77,75,16.11,broken clouds
469,Port Augusta,AU,-32.5,137.7667,53.19,93,5,4.65,clear sky
470,San Jose,US,37.3394,-121.895,81.75,48,100,19.57,overcast clouds
471,Mangaratiba,BR,-22.9597,-44.0406,69.78,83,2,0.98,clear sky
472,Kusti,SD,13.1629,32.6635,88.97,8,4,10.54,clear sky
473,Uromi,NG,6.7,6.3333,70.81,95,87,6.6,overcast clouds
474,Hami,CN,42.8,93.45,77.9,29,59,14.03,broken clouds
475,Beyneu,KZ,45.3167,55.2,61.83,47,14,7.02,few clouds
476,Brownsville,US,25.9018,-97.4975,90.09,68,0,12.66,smoke
477,Valparaiso,CL,-33.0393,-71.6273,57.43,73,0,6.91,clear sky
478,Guerrero Negro,MX,27.9769,-114.0611,72.84,54,0,14.5,clear sky
479,Lodja,CD,-3.4833,23.4333,69.42,82,34,1.79,scattered clouds
480,Tynda,RU,55.1667,124.7167,54.32,77,100,6.42,overcast clouds
481,Tomsk,RU,58.5,82.5,53.11,65,79,4.03,broken clouds
482,Batouri,CM,4.4333,14.3667,67.17,98,56,2.53,light rain
483,Mount Gambier,AU,-37.8333,140.7667,50.25,96,98,4.16,overcast clouds
484,Gualeguay,AR,-33.1416,-59.3097,52.66,76,18,7.34,few clouds
485,Shalushka,RU,43.5325,43.5661,50.47,73,65,5.48,broken clouds
486,Yarada,IN,17.65,83.2667,82.72,89,75,2.3,mist
487,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,42,4.47,scattered clouds
488,Mardin,TR,37.3131,40.7436,61.5,28,0,6.42,clear sky
489,Kattivakkam,IN,13.2167,80.3167,84.07,78,46,11.54,scattered clouds
490,Banjar,ID,-8.19,114.9675,75.97,88,100,7.52,light rain
491,Pontes E Lacerda,BR,-15.2261,-59.3353,82.42,45,96,2.08,overcast clouds
492,Alghero,IT,40.5589,8.3181,71.69,83,0,3.44,light rain
493,Alexandria,EG,31.2156,29.9553,71.71,81,0,8.7,clear sky
494,Bolnisi,GE,41.4479,44.5384,53.19,77,17,3.76,few clouds
495,Dhanera,IN,24.5167,72.0167,81.18,75,0,14.25,clear sky
496,Ville-Marie,CA,47.3335,-79.433,62.58,95,100,10.02,overcast clouds
497,Redding,US,40.5865,-122.3917,87.57,28,0,11.5,clear sky
498,Orlik,RU,52.5178,99.825,42.66,78,24,4.76,few clouds
499,Cap Malheureux,MU,-19.9842,57.6142,70.47,76,0,3.0,clear sky
500,Bontang,ID,0.1333,117.5,75.87,90,100,8.63,overcast clouds
501,Kahului,US,20.8947,-156.47,84.22,52,40,24.16,scattered clouds
502,Batemans Bay,AU,-35.7167,150.1833,56.1,78,96,4.32,light rain
503,Vryburg,ZA,-26.9566,24.7284,56.91,47,0,3.0,clear sky
504,Gautier,US,30.3858,-88.6117,86.11,49,0,0.0,clear sky
505,Bonthe,SL,7.5264,-12.505,78.17,86,81,7.25,light rain
506,Mitsamiouli,KM,-11.3847,43.2844,79.79,76,87,9.22,overcast clouds
507,Riberalta,BO,-10.9833,-66.1,88.0,62,75,0.0,broken clouds
508,Manggar,ID,-2.8833,108.2667,78.37,84,95,3.04,overcast clouds
509,Cheney,US,47.4874,-117.5758,74.98,41,75,11.5,broken clouds
510,Akyab,MM,20.15,92.9,80.96,84,42,8.39,scattered clouds
511,Asau,RO,46.4333,26.4,56.32,83,7,6.4,clear sky
512,Imeni Poliny Osipenko,RU,52.4201,136.4853,52.45,70,100,5.06,overcast clouds
513,Guanica,PR,17.9716,-66.908,83.98,73,54,12.71,broken clouds
514,Miraflores,MX,19.2167,-98.8083,83.97,18,57,6.24,broken clouds
515,Korla,CN,41.7597,86.1469,78.49,27,97,12.35,overcast clouds
516,Shelburne,CA,44.0787,-80.2041,73.9,73,100,16.04,overcast clouds
517,Chiredzi,ZW,-21.05,31.6667,63.97,56,0,5.55,clear sky
518,Atar,MR,20.5169,-13.0499,91.15,25,3,8.68,clear sky
519,Cosala,MX,24.4125,-106.6908,99.37,18,0,9.6,clear sky
520,Leua,SK,48.2156,18.6071,67.5,74,87,3.58,overcast clouds
521,Bom Jesus Da Lapa,BR,-13.255,-43.4181,76.39,50,45,13.04,scattered clouds
522,Itumbiara,BR,-18.4192,-49.2153,71.76,49,100,4.94,overcast clouds
523,Romodanovo,RU,54.4275,45.3296,51.35,94,100,9.93,light rain
524,Grindavik,IS,63.8424,-22.4338,46.87,71,0,16.11,clear sky
525,Smithers,CA,54.7804,-127.1743,56.77,50,100,0.47,overcast clouds
526,Wangkui,CN,46.8333,126.5,53.87,91,100,7.61,moderate rain
527,Tengushevo,RU,54.7686,42.7189,50.65,99,100,9.17,light rain
528,Yar-Sale,RU,66.8333,70.8333,46.15,59,99,16.08,overcast clouds
529,Priiskovyy,RU,51.9333,116.6333,59.27,44,32,11.81,scattered clouds
530,Mezhdurechensk,RU,53.6942,88.0603,52.95,64,13,3.2,few clouds
531,Marshall,US,34.3834,-86.3333,75.18,78,75,11.5,broken clouds
532,Grand Island,US,40.925,-98.342,75.38,37,0,16.11,clear sky
533,Chingirlau,KZ,51.095,54.0814,47.61,78,37,4.34,scattered clouds
534,Bukachacha,RU,52.9833,116.9167,55.45,55,4,2.68,clear sky
535,Ambositra,MG,-20.5167,47.25,54.36,90,0,1.9,clear sky
536,Kumluca,TR,36.3703,30.2869,75.76,52,51,5.41,broken clouds
537,Narodychi,UA,51.2029,29.0823,54.66,83,28,13.47,scattered clouds
538,Svoboda Nad Upou,CZ,50.626,15.8165,49.3,91,62,4.43,broken clouds
539,Pio Ix,BR,-6.8375,-40.5792,69.98,89,79,7.25,broken clouds
540,Auki,SB,-8.7676,160.7034,80.26,80,99,0.27,overcast clouds
541,Aberdeen,GB,57.1437,-2.0981,48.69,72,23,13.8,few clouds
542,Imbituba,BR,-28.24,-48.6703,72.86,95,100,1.92,light rain
543,Turukhansk,RU,65.8167,87.9833,45.68,55,8,15.01,clear sky
544,Totness,SR,5.8833,-56.3167,77.76,89,16,11.03,few clouds
545,Portland,US,45.5234,-122.6762,76.33,60,100,5.01,overcast clouds
546,Zapolyarnyy,RU,69.4154,30.8136,40.28,72,97,11.18,light rain
547,Jacareacanga,BR,-6.2222,-57.7528,78.42,66,20,2.28,few clouds
548,Tutoia,BR,-2.7619,-42.2744,76.42,88,11,4.12,few clouds
549,Gat,IL,31.61,34.7642,78.4,66,2,6.78,clear sky
550,Pasrur,PK,32.2641,74.6634,82.24,34,0,6.87,clear sky
551,Nchelenge,ZM,-9.3451,28.734,64.31,66,21,7.25,few clouds
552,Lincoln,US,40.8,-96.667,70.18,65,0,12.66,clear sky
553,Yurimaguas,PE,-5.9,-76.0833,82.08,73,78,2.26,broken clouds
554,Saint-Augustin,CA,51.226,-58.6502,52.07,38,100,2.66,overcast clouds
555,Veraval,IN,20.9,70.3667,82.9,74,97,17.74,overcast clouds
556,Aripuana,BR,-9.1667,-60.6333,80.56,60,60,2.42,broken clouds
557,Rosario Do Sul,BR,-30.2583,-54.9142,61.05,98,100,9.73,overcast clouds
558,Iguape,BR,-24.7081,-47.5553,68.14,78,40,9.08,scattered clouds
559,Megion,RU,61.0296,76.1136,57.22,58,33,11.14,scattered clouds
560,Gravdal,NO,68.1214,13.5031,49.46,84,100,6.44,overcast clouds
561,Olafsvik,IS,64.8945,-23.7142,44.38,76,50,13.91,scattered clouds
562,Anshun,CN,26.25,105.9333,62.6,96,100,3.02,overcast clouds
563,Voh,NC,-20.9667,164.7,77.02,75,100,4.34,overcast clouds
564,Port Hedland,AU,-20.3167,118.5667,71.65,68,95,6.91,overcast clouds
565,Akhmim,EG,26.5622,31.745,82.29,23,0,10.83,clear sky
566,Mezen,RU,65.8522,44.24,44.92,96,100,9.82,overcast clouds
567,Aleksandrov Gay,RU,50.147,48.5704,59.0,65,95,9.78,overcast clouds
568,Acajutla,SV,13.5928,-89.8275,80.71,79,100,4.12,overcast clouds
569,Malaya Purga,RU,56.5567,53.0043,41.5,85,64,6.2,broken clouds
570,Alofi,NU,-19.0595,-169.9187,82.29,65,75,8.05,broken clouds
571,Zhigalovo,RU,54.8097,105.1578,44.29,75,44,6.04,scattered clouds
572,Tual,ID,-5.6667,132.75,83.43,75,99,17.54,overcast clouds
573,Zhigansk,RU,66.7697,123.3711,31.57,69,15,24.61,few clouds
574,Naze,JP,28.3667,129.4833,65.32,86,100,5.41,overcast clouds
575,Antonina,BR,-25.4286,-48.7119,73.08,1,92,1.92,overcast clouds
576,Espinosa,BR,-14.9261,-42.8192,69.3,60,51,4.85,broken clouds
577,Inhambane,MZ,-23.865,35.3833,70.32,86,0,5.97,clear sky
578,Gimli,CA,50.6336,-96.9907,51.82,71,66,13.8,broken clouds
579,Gorontalo,ID,0.5412,123.0595,74.32,95,100,2.33,overcast clouds
580,Nyuksenitsa,RU,60.4128,44.2397,39.33,99,100,3.42,overcast clouds
581,Canoinhas,BR,-26.1772,-50.39,58.89,80,100,1.07,overcast clouds
582,Albanel,CA,48.8832,-72.4487,50.27,98,100,10.89,overcast clouds
583,Acacias,CO,3.987,-73.758,74.01,95,99,1.16,overcast clouds
584,Cooma,AU,-36.2333,149.1333,45.21,92,86,2.3,overcast clouds
585,Lagoa,PT,39.05,-27.9833,61.92,82,96,17.31,overcast clouds
586,Grand-Lahou,CI,5.1367,-5.0242,78.28,84,92,7.07,overcast clouds
587,Kamaishi,JP,39.2667,141.8833,60.69,97,100,13.6,moderate rain
588,Sidi Ali,DZ,36.0998,0.4206,64.44,61,0,3.67,clear sky
589,Araioses,BR,-2.89,-41.9031,80.58,89,40,9.22,scattered clouds
590,Ucluelet,CA,48.9329,-125.5528,59.31,91,100,9.04,overcast clouds
591,Soe,ID,-9.8607,124.284,65.5,90,100,4.65,overcast clouds
592,Manyana,BW,-23.4,21.7167,59.97,33,0,4.88,clear sky
593,Hammerfest,NO,70.6634,23.6821,54.05,43,0,6.91,clear sky
594,Sao Borja,BR,-28.6606,-56.0044,63.95,95,100,7.49,overcast clouds
595,Evensk,RU,61.95,159.2333,40.62,88,100,2.93,overcast clouds
596,Chake Chake,TZ,-5.2459,39.7666,77.43,82,88,9.22,overcast clouds
597,Mountain Home,US,43.133,-115.6912,85.98,20,100,10.78,overcast clouds
598,Pangnirtung,CA,66.1451,-65.7125,21.2,68,75,8.05,broken clouds
599,Mogadishu,SO,2.0371,45.3438,79.03,87,100,16.26,overcast clouds
600,Ponta Delgada,PT,37.7333,-25.6667,63.32,82,75,8.05,broken clouds
601,Emborion,GR,40.4833,21.55,70.16,58,62,2.13,broken clouds
602,Santa,PH,17.486,120.4348,78.4,86,96,4.7,overcast clouds
603,Asosa,ET,10.0667,34.5333,67.08,65,95,1.88,overcast clouds
604,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,66.22,96,100,7.78,overcast clouds
605,Sasina,BA,44.7987,16.739,60.78,95,42,1.83,scattered clouds
606,Kamenka,RU,51.3223,42.7678,52.18,93,100,20.49,overcast clouds
607,Bitung,ID,1.4451,125.1824,76.05,81,100,4.85,overcast clouds
608,Nanchang,CN,28.6833,115.8833,67.28,93,99,2.24,overcast clouds
609,Kearney,US,40.6995,-99.0815,75.33,38,0,14.97,clear sky
610,Baragaon,IN,25.4333,82.8167,87.39,27,19,5.46,few clouds
611,Baragua,CU,21.6967,-78.6328,86.43,50,48,10.67,scattered clouds
612,Sarh,TD,9.1429,18.3923,83.97,47,16,7.16,few clouds
613,Xining,CN,36.6167,101.7667,53.55,69,100,2.1,light rain
614,Belmonte,BR,-15.8631,-38.8828,73.04,71,22,8.77,few clouds
615,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,77.5,38,99,3.02,overcast clouds
616,Yuncheng,CN,35.0231,110.9928,67.89,51,100,4.23,overcast clouds
617,Half Moon Bay,US,37.4636,-122.4286,78.89,71,100,16.11,overcast clouds
618,Qobustan,AZ,40.0824,49.412,60.39,75,3,4.99,clear sky
619,Meadow Lake,US,34.8014,-106.5436,90.28,7,0,6.49,clear sky
620,Plettenberg Bay,ZA,-34.0527,23.3716,56.89,86,10,2.06,clear sky
621,Kagalnik,RU,47.0769,39.323,61.72,69,100,9.26,overcast clouds
622,Bandarbeyla,SO,9.4942,50.8122,79.86,87,84,20.87,broken clouds
623,Hohhot,CN,40.8106,111.6522,48.49,34,0,2.24,clear sky
624,Port-Gentil,GA,-0.7193,8.7815,75.16,94,20,9.22,few clouds
625,Supe,PE,-10.8,-77.7333,65.75,77,49,10.47,scattered clouds
626,Russellville,US,35.2784,-93.1338,65.98,73,100,15.01,overcast clouds
627,Quelimane,MZ,-17.8786,36.8883,73.35,83,0,3.44,clear sky
628,Lahat,ID,-3.8,103.5333,73.83,91,100,1.34,overcast clouds
629,Staraya Toropa,RU,56.2801,31.6702,44.29,98,24,5.7,few clouds
630,San Rafael,AR,-34.6177,-68.3301,49.23,58,47,7.07,scattered clouds
631,Kloulklubed,PW,7.0419,134.2556,75.7,75,56,12.08,broken clouds
632,Wamba,NG,8.9333,8.6,75.13,86,77,1.95,light rain
633,Wyndham,US,37.6985,-77.6125,73.89,83,100,0.0,overcast clouds
634,Aksarayskiy,RU,46.7924,48.0119,61.3,53,32,7.27,scattered clouds
635,Harper,LR,4.375,-7.7169,78.8,81,89,6.04,overcast clouds
636,Coalinga,US,36.1397,-120.3602,98.04,27,4,18.05,clear sky
637,Cabedelo,BR,-6.9811,-34.8339,75.87,83,15,13.4,few clouds
638,Hamilton,US,39.1834,-84.5333,69.89,93,75,8.05,moderate rain
639,Kathmandu,NP,27.7167,85.3167,59.22,100,75,0.0,broken clouds
640,Raudeberg,NO,61.9875,5.1352,45.86,83,34,15.19,scattered clouds
641,Pereslavl-Zalesskiy,RU,56.7393,38.8563,49.15,97,100,5.01,overcast clouds
642,Honavar,IN,14.2833,74.45,79.77,82,43,3.09,scattered clouds
643,Palmerston,AU,-12.486,130.9833,75.18,77,0,8.05,clear sky
644,Milkovo,RU,54.7167,158.6167,45.01,81,100,1.86,overcast clouds
645,Boundiali,CI,9.5217,-6.4869,77.4,69,13,3.98,light rain
646,Eureka,US,40.8021,-124.1637,81.75,77,100,4.0,overcast clouds
647,Skibbereen,IE,51.55,-9.2667,52.11,84,88,10.02,overcast clouds
648,Kailaras,IN,26.3167,77.6167,88.81,28,7,6.08,clear sky
649,Whitehorse,CA,60.7161,-135.0538,56.01,43,75,5.75,broken clouds
650,Beira,MZ,-19.8436,34.8389,69.89,88,0,6.91,clear sky
651,Rosetta,EG,31.4044,30.4164,70.36,85,0,9.42,clear sky
652,Lipin Bor,RU,60.2622,37.9763,39.92,85,19,5.93,few clouds
653,Avera,US,33.194,-82.5271,72.91,88,100,6.91,light rain
654,Meiganga,CM,6.5167,14.3,64.0,97,100,2.82,light rain
655,Oulu,FI,65.0124,25.4682,48.31,81,0,6.91,clear sky
656,Zemio,CF,5.0314,25.1361,70.02,79,40,2.86,scattered clouds
657,Bolshaya Martynovka,RU,47.271,41.6679,57.78,68,100,6.22,overcast clouds
658,Warri,NG,5.5167,5.75,74.55,95,100,3.38,overcast clouds
659,Dalnerechensk,RU,45.9339,133.7225,55.58,80,33,4.97,light rain
660,Le Vauclin,MQ,14.5452,-60.8388,80.65,78,75,10.36,broken clouds
661,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,52,0,5.75,clear sky
662,Cockburn Town,TC,21.4612,-71.1419,79.84,72,15,17.69,few clouds
663,Gerash,IR,27.6652,54.1371,78.49,15,0,7.78,clear sky
664,Neveklov,CZ,49.7537,14.5329,59.31,87,46,6.98,scattered clouds
665,Sambava,MG,-14.2667,50.1667,71.46,90,32,6.11,scattered clouds
666,Ulaangom,MN,49.9811,92.0667,63.5,55,86,0.94,overcast clouds
667,Batagay,RU,67.6333,134.6333,31.44,61,98,7.2,overcast clouds
668,Murwillumbah,AU,-28.3167,153.4,66.22,77,40,9.22,scattered clouds
669,Svetlogorsk,BY,52.6333,29.7333,53.89,92,97,12.77,overcast clouds
670,Mozarlandia,BR,-14.7447,-50.5706,75.94,38,5,1.59,clear sky
671,Khorixas,NA,-20.3667,14.9667,63.93,29,0,1.99,clear sky
672,Xichang,CN,27.8964,102.2634,64.44,94,100,0.98,overcast clouds
673,Zabol,AF,32.25,67.25,68.72,12,0,10.63,clear sky
674,Puerto Madryn,AR,-42.7692,-65.0385,45.34,37,0,12.55,clear sky
675,Pachino,IT,36.7186,15.0907,70.5,65,100,11.23,overcast clouds
676,Ajaccio,FR,42.0,8.9167,64.45,88,0,4.61,clear sky
677,Merritt Island,US,28.5392,-80.672,87.19,69,0,18.41,clear sky
678,Emerald,AU,-23.5333,148.1667,62.35,89,0,8.77,clear sky
679,Wuchang,CN,44.9143,127.15,50.05,87,42,3.96,scattered clouds
